originalid,originaltraitname,originaltraitdef,standardisedtraitname,standardisedtraitdef,originaltraitvalue,originaltraitunit,originalerrorpos,originalerrorneg,originalerrorunit,standardisedtraitvalue,standardisedtraitunit,standardisederrorpos,standardisederrorneg,standardisederrorunit,replicates,habitat,labfield,arenavalue,arenaunit,arenavaluesi,arenaunitsi,ambienttemp,ambienttempmethod,ambienttempunit,ambientlight,ambientlightunit,secondstressor,secondstressordef,secondstressorvalue,secondstressorunit,timestart,timeend,totalobstimevalue,totalobstimeunit,totalobstimevaluesi,totalobstimeunitsi,totalobstimenotes,resrepvalue,resrepunit,resrepvaluesi,resrepunitsi,location,locationtype,originallocationdate,locationdate,locationdateprecision,coordinatetype,latitude,longitude,interactor1,interactor1common,interactor1wholepart,interactor1wholeparttype,interactor1number,interactor1kingdom,interactor1phylum,interactor1class,interactor1order,interactor1family,interactor1genus,interactor1species,interactor1stage,interactor1temp,interactor1tempunit,interactor1tempmethod,interactor1growthtemp,interactor1growthtempunit,interactor1growthdur,interactor1growthdurunit,interactor1growthtype,interactor1acc,interactor1acctemp,interactor1acctempnotes,interactor1acctime,interactor1acctimenotes,interactor1acctimeunit,interactor1origtemp,interactor1origtempnotes,interactor1origtime,interactor1origtimenotes,interactor1origtimeunit,interactor1equilibtimevalue,interactor1equilibtimeunit,interactor1size,interactor1sizeunit,interactor1sizetype,interactor1sizesi,interactor1sizeunitsi,interactor1denvalue,interactor1denunit,interactor1dentypesi,interactor1denvaluesi,interactor1denunitsi,interactor1massvaluesi,interactor1massunitsi,interactor2,interactor2common,interactor2kingdom,interactor2phylum,interactor2class,interactor2order,interactor2family,interactor2genus,interactor2species,interactor2stage,interactor2temp,interactor2tempunit,interactor2tempmethod,interactor2growthtemp,interactor2growthtempunit,interactor2growthdur,interactor2growthdurunit,interactor2growthtype,interactor2acc,interactor2acctemp,interactor2acctempnotes,interactor2acctime,interactor2acctimenotes,interactor2acctimeunit,interactor2origtemp,interactor2origtempnotes,interactor2origtime,interactor2origtimenotes,interactor2origtimeunit,interactor2equilibtimevalue,interactor2equilibtimeunit,interactor2size,interactor2sizeunit,interactor2sizetype,interactor2sizesi,interactor2sizeunitsi,interactor2denvalue,interactor2denunit,interactor2dentypesi,interactor2denvaluesi,interactor2denunitsi,interactor2massvaluesi,interactor2massunitsi,physicalprocess,physicalprocess_1,physicalprocess_2,citation,doi,published,embargorelease,figuretable,notes,submittedby,contributoremail
csm6C,Development Time,,,,17.1197716,days,,,,,,,,,,,,,,,,35,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.638,TRUE,26/9/2014,,Combined Nymphal Stages,Cera Mai,csm417@ic.ac.uk
csm6C,Development Time,,,,16.1414618,days,,,,,,,,,,,,,,,,35,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.639,TRUE,26/9/2014,,Combined Nymphal Stages,Cera Mai,csm417@ic.ac.uk
csm6D,Development Time,,,,13.3163984,days,,,,,,,,,,,,,,,,22.5,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.641,TRUE,26/9/2014,,Egg,Cera Mai,csm417@ic.ac.uk
csm6D,Development Time,,,,11.2482166,days,,,,,,,,,,,,,,,,22.5,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.642,TRUE,26/9/2014,,Egg,Cera Mai,csm417@ic.ac.uk
csm6D,Development Time,,,,10.8391257,days,,,,,,,,,,,,,,,,22.5,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.643,TRUE,26/9/2014,,Egg,Cera Mai,csm417@ic.ac.uk
csm6D,Development Time,,,,9.35732577,days,,,,,,,,,,,,,,,,25,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.644,TRUE,26/9/2014,,Egg,Cera Mai,csm417@ic.ac.uk
csm6D,Development Time,,,,9.01641668,days,,,,,,,,,,,,,,,,25,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.645,TRUE,26/9/2014,,Egg,Cera Mai,csm417@ic.ac.uk
csm6D,Development Time,,,,8.94823486,days,,,,,,,,,,,,,,,,25,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.646,TRUE,26/9/2014,,Egg,Cera Mai,csm417@ic.ac.uk
csm6D,Development Time,,,,7.80734406,days,,,,,,,,,,,,,,,,27.5,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.647,TRUE,26/9/2014,,Egg,Cera Mai,csm417@ic.ac.uk
csm6D,Development Time,,,,7.48916225,days,,,,,,,,,,,,,,,,27.5,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.648,TRUE,26/9/2014,,Egg,Cera Mai,csm417@ic.ac.uk
csm6D,Development Time,,,,7.05734406,days,,,,,,,,,,,,,,,,27.5,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.649,TRUE,26/9/2014,,Egg,Cera Mai,csm417@ic.ac.uk
csm6D,Development Time,,,,7.00731663,days,,,,,,,,,,,,,,,,30,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.650,TRUE,26/9/2014,,Egg,Cera Mai,csm417@ic.ac.uk
csm6D,Development Time,,,,6.73458935,days,,,,,,,,,,,,,,,,30,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.651,TRUE,26/9/2014,,Egg,Cera Mai,csm417@ic.ac.uk
csm6D,Development Time,,,,6.34369855,days,,,,,,,,,,,,,,,,32.5,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.652,TRUE,26/9/2014,,Egg,Cera Mai,csm417@ic.ac.uk
csm6D,Development Time,,,,6.16183464,days,,,,,,,,,,,,,,,,32.5,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.653,TRUE,26/9/2014,,Egg,Cera Mai,csm417@ic.ac.uk
csm6D,Development Time,,,,7.11185294,days,,,,,,,,,,,,,,,,35,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.654,TRUE,26/9/2014,,Egg,Cera Mai,csm417@ic.ac.uk
csm6D,Development Time,,,,6.58912566,days,,,,,,,,,,,,,,,,35,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.655,TRUE,26/9/2014,,Egg,Cera Mai,csm417@ic.ac.uk
csm6D,Development Time,,,,6.24821657,days,,,,,,,,,,,,,,,,35,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.656,TRUE,26/9/2014,,Egg,Cera Mai,csm417@ic.ac.uk
csm6E,Development Time,,,,9.60147668,days,,,,,,,,,,,,,,,,22.5,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,1st instar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.641,TRUE,26/9/2014,,,Cera Mai,csm417@ic.ac.uk
csm6E,Development Time,,,,8.21099213,days,,,,,,,,,,,,,,,,22.5,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,1st instar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.642,TRUE,26/9/2014,,,Cera Mai,csm417@ic.ac.uk
csm6E,Development Time,,,,7.50622599,days,,,,,,,,,,,,,,,,22.5,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,1st instar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.643,TRUE,26/9/2014,,,Cera Mai,csm417@ic.ac.uk
csm6E,Development Time,,,,7.22433396,days,,,,,,,,,,,,,,,,25,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,1st instar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.644,TRUE,26/9/2014,,,Cera Mai,csm417@ic.ac.uk
csm6E,Development Time,,,,6.02432675,days,,,,,,,,,,,,,,,,25,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,1st instar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.645,TRUE,26/9/2014,,,Cera Mai,csm417@ic.ac.uk
csm6E,Development Time,,,,7.01863287,days,,,,,,,,,,,,,,,,27.5,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,1st instar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.646,TRUE,26/9/2014,,,Cera Mai,csm417@ic.ac.uk
csm6E,Development Time,,,,5.62814832,days,,,,,,,,,,,,,,,,27.5,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,1st instar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.647,TRUE,26/9/2014,,,Cera Mai,csm417@ic.ac.uk
csm6E,Development Time,,,,4.52337977,days,,,,,,,,,,,,,,,,27.5,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,1st instar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.648,TRUE,26/9/2014,,,Cera Mai,csm417@ic.ac.uk
csm6E,Development Time,,,,5.02240874,days,,,,,,,,,,,,,,,,30,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,1st instar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.649,TRUE,26/9/2014,,,Cera Mai,csm417@ic.ac.uk
csm6E,Development Time,,,,4.77478821,days,,,,,,,,,,,,,,,,30,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,1st instar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.650,TRUE,26/9/2014,,,Cera Mai,csm417@ic.ac.uk
csm6E,Development Time,,,,4.01287887,days,,,,,,,,,,,,,,,,30,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,1st instar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.651,TRUE,26/9/2014,,,Cera Mai,csm417@ic.ac.uk
csm6E,Development Time,,,,4.70242125,days,,,,,,,,,,,,,,,,32.5,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,1st instar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.652,TRUE,26/9/2014,,,Cera Mai,csm417@ic.ac.uk
csm6E,Development Time,,,,4.7024934,days,,,,,,,,,,,,,,,,32.5,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,1st instar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.653,TRUE,26/9/2014,,,Cera Mai,csm417@ic.ac.uk
csm6E,Development Time,,,,4.03575058,days,,,,,,,,,,,,,,,,32.5,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,1st instar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.654,TRUE,26/9/2014,,,Cera Mai,csm417@ic.ac.uk
csm6E,Development Time,,,,3.78813004,days,,,,,,,,,,,,,,,,32.5,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,1st instar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.655,TRUE,26/9/2014,,,Cera Mai,csm417@ic.ac.uk
csm6E,Development Time,,,,4.03957455,days,,,,,,,,,,,,,,,,35,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,1st instar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.656,TRUE,26/9/2014,,,Cera Mai,csm417@ic.ac.uk
csm6F,Development Time,,,,9.61757533,days,,,,,,,,,,,,,,,,22.5,,celcius,,,,,,,,,,,,,,,,,,"Manhattan, Kansas",,,Summer 2004,3,,,,Lepinotus reticulatus,,,,,,Arthropoda,Insecta,Psocoptera,Trogiidae,Lepinotus,reticulatus,2nd instar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.",10.1093/jee/101.2.641,TRUE,26/9/2014,,,Cera Mai,csm417@ic.ac.uk
