"","X","originalid","originaltraitname","originaltraitdef","standardisedtraitname","standardisedtraitdef","originaltraitvalue","originaltraitunit","originalerrorpos","originalerrorneg","originalerrorunit","standardisedtraitvalue","standardisedtraitunit","standardisederrorpos","standardisederrorneg","standardisederrorunit","replicates","habitat","labfield","arenavalue","arenaunit","arenavaluesi","arenaunitsi","ambienttemp","ambienttempmethod","ambienttempunit","ambientlight","ambientlightunit","secondstressor","secondstressordef","secondstressorvalue","secondstressorunit","timestart","timeend","totalobstimevalue","totalobstimeunit","totalobstimevaluesi","totalobstimeunitsi","totalobstimenotes","resrepvalue","resrepunit","resrepvaluesi","resrepunitsi","location","locationtype","originallocationdate","locationdate","locationdateprecision","coordinatetype","latitude","longitude","interactor1","interactor1common","interactor1wholepart","interactor1wholeparttype","interactor1number","interactor1kingdom","interactor1phylum","interactor1class","interactor1order","interactor1family","interactor1genus","interactor1species","interactor1stage","interactor1temp","interactor1tempunit","interactor1tempmethod","interactor1growthtemp","interactor1growthtempunit","interactor1growthdur","interactor1growthdurunit","interactor1growthtype","interactor1acc","interactor1acctemp","interactor1acctempnotes","interactor1acctime","interactor1acctimenotes","interactor1acctimeunit","interactor1origtemp","interactor1origtempnotes","interactor1origtime","interactor1origtimenotes","interactor1origtimeunit","interactor1equilibtimevalue","interactor1equilibtimeunit","interactor1size","interactor1sizeunit","interactor1sizetype","interactor1sizesi","interactor1sizeunitsi","interactor1denvalue","interactor1denunit","interactor1dentypesi","interactor1denvaluesi","interactor1denunitsi","interactor1massvaluesi","interactor1massunitsi","interactor2","interactor2common","interactor2kingdom","interactor2phylum","interactor2class","interactor2order","interactor2family","interactor2genus","interactor2species","interactor2stage","interactor2temp","interactor2tempunit","interactor2tempmethod","interactor2growthtemp","interactor2growthtempunit","interactor2growthdur","interactor2growthdurunit","interactor2growthtype","interactor2acc","interactor2acctemp","interactor2acctempnotes","interactor2acctime","interactor2acctimenotes","interactor2acctimeunit","interactor2origtemp","interactor2origtempnotes","interactor2origtime","interactor2origtimenotes","interactor2origtimeunit","interactor2equilibtimevalue","interactor2equilibtimeunit","interactor2size","interactor2sizeunit","interactor2sizetype","interactor2sizesi","interactor2sizeunitsi","interactor2denvalue","interactor2denunit","interactor2dentypesi","interactor2denvaluesi","interactor2denunitsi","interactor2massvaluesi","interactor2massunitsi","physicalprocess","physicalprocess_1","physicalprocess_2","figuretable","citation","doi","submittedby","contributoremail","notes","Variable","stdvalue","stdunit","stdname"
"45",86710,"csm6D","Development Time","",NA,NA,6.73458935,"days",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Manhattan, Kansas",NA,NA,"Summer 2004",3,NA,NA,NA,"Lepinotus reticulatus","","","","","","Arthropoda","Insecta","Psocoptera","Trogiidae","Lepinotus","reticulatus","Egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.","10.1093/jee/101.2.651","Cera Mai","csm417@ic.ac.uk","Egg","alp",6.73458935,"Days","Lepinotus reticulatus - Egg"
"46",86810,"csm6D","Development Time","",NA,NA,6.34369855,"days",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Manhattan, Kansas",NA,NA,"Summer 2004",3,NA,NA,NA,"Lepinotus reticulatus","","","","","","Arthropoda","Insecta","Psocoptera","Trogiidae","Lepinotus","reticulatus","Egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.","10.1093/jee/101.2.652","Cera Mai","csm417@ic.ac.uk","Egg","alp",6.34369855,"Days","Lepinotus reticulatus - Egg"
"47",86910,"csm6D","Development Time","",NA,NA,6.16183464,"days",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Manhattan, Kansas",NA,NA,"Summer 2004",3,NA,NA,NA,"Lepinotus reticulatus","","","","","","Arthropoda","Insecta","Psocoptera","Trogiidae","Lepinotus","reticulatus","Egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.","10.1093/jee/101.2.653","Cera Mai","csm417@ic.ac.uk","Egg","alp",6.16183464,"Days","Lepinotus reticulatus - Egg"
"48",87010,"csm6D","Development Time","",NA,NA,7.11185294,"days",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Manhattan, Kansas",NA,NA,"Summer 2004",3,NA,NA,NA,"Lepinotus reticulatus","","","","","","Arthropoda","Insecta","Psocoptera","Trogiidae","Lepinotus","reticulatus","Egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.","10.1093/jee/101.2.654","Cera Mai","csm417@ic.ac.uk","Egg","alp",7.11185294,"Days","Lepinotus reticulatus - Egg"
"49",87110,"csm6D","Development Time","",NA,NA,6.58912566,"days",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Manhattan, Kansas",NA,NA,"Summer 2004",3,NA,NA,NA,"Lepinotus reticulatus","","","","","","Arthropoda","Insecta","Psocoptera","Trogiidae","Lepinotus","reticulatus","Egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.","10.1093/jee/101.2.655","Cera Mai","csm417@ic.ac.uk","Egg","alp",6.58912566,"Days","Lepinotus reticulatus - Egg"
"50",87210,"csm6D","Development Time","",NA,NA,6.24821657,"days",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Manhattan, Kansas",NA,NA,"Summer 2004",3,NA,NA,NA,"Lepinotus reticulatus","","","","","","Arthropoda","Insecta","Psocoptera","Trogiidae","Lepinotus","reticulatus","Egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.","10.1093/jee/101.2.656","Cera Mai","csm417@ic.ac.uk","Egg","alp",6.24821657,"Days","Lepinotus reticulatus - Egg"
"51",87310,"csm6E","Development Time","",NA,NA,9.60147668,"days",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Manhattan, Kansas",NA,NA,"Summer 2004",3,NA,NA,NA,"Lepinotus reticulatus","","","","","","Arthropoda","Insecta","Psocoptera","Trogiidae","Lepinotus","reticulatus","1st instar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.","10.1093/jee/101.2.641","Cera Mai","csm417@ic.ac.uk","","alp",9.60147668,"Days","Lepinotus reticulatus - 1st instar"
"52",87410,"csm6E","Development Time","",NA,NA,8.21099213,"days",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Manhattan, Kansas",NA,NA,"Summer 2004",3,NA,NA,NA,"Lepinotus reticulatus","","","","","","Arthropoda","Insecta","Psocoptera","Trogiidae","Lepinotus","reticulatus","1st instar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.","10.1093/jee/101.2.642","Cera Mai","csm417@ic.ac.uk","","alp",8.21099213,"Days","Lepinotus reticulatus - 1st instar"
"53",87510,"csm6E","Development Time","",NA,NA,7.50622599,"days",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Manhattan, Kansas",NA,NA,"Summer 2004",3,NA,NA,NA,"Lepinotus reticulatus","","","","","","Arthropoda","Insecta","Psocoptera","Trogiidae","Lepinotus","reticulatus","1st instar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.","10.1093/jee/101.2.643","Cera Mai","csm417@ic.ac.uk","","alp",7.50622599,"Days","Lepinotus reticulatus - 1st instar"
"54",87610,"csm6E","Development Time","",NA,NA,7.22433396,"days",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Manhattan, Kansas",NA,NA,"Summer 2004",3,NA,NA,NA,"Lepinotus reticulatus","","","","","","Arthropoda","Insecta","Psocoptera","Trogiidae","Lepinotus","reticulatus","1st instar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.","10.1093/jee/101.2.644","Cera Mai","csm417@ic.ac.uk","","alp",7.22433396,"Days","Lepinotus reticulatus - 1st instar"
"55",87710,"csm6E","Development Time","",NA,NA,6.02432675,"days",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Manhattan, Kansas",NA,NA,"Summer 2004",3,NA,NA,NA,"Lepinotus reticulatus","","","","","","Arthropoda","Insecta","Psocoptera","Trogiidae","Lepinotus","reticulatus","1st instar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.","10.1093/jee/101.2.645","Cera Mai","csm417@ic.ac.uk","","alp",6.02432675,"Days","Lepinotus reticulatus - 1st instar"
"56",87810,"csm6E","Development Time","",NA,NA,7.01863287,"days",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Manhattan, Kansas",NA,NA,"Summer 2004",3,NA,NA,NA,"Lepinotus reticulatus","","","","","","Arthropoda","Insecta","Psocoptera","Trogiidae","Lepinotus","reticulatus","1st instar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.","10.1093/jee/101.2.646","Cera Mai","csm417@ic.ac.uk","","alp",7.01863287,"Days","Lepinotus reticulatus - 1st instar"
"57",87910,"csm6E","Development Time","",NA,NA,5.62814832,"days",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Manhattan, Kansas",NA,NA,"Summer 2004",3,NA,NA,NA,"Lepinotus reticulatus","","","","","","Arthropoda","Insecta","Psocoptera","Trogiidae","Lepinotus","reticulatus","1st instar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.","10.1093/jee/101.2.647","Cera Mai","csm417@ic.ac.uk","","alp",5.62814832,"Days","Lepinotus reticulatus - 1st instar"
"58",88010,"csm6E","Development Time","",NA,NA,4.52337977,"days",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Manhattan, Kansas",NA,NA,"Summer 2004",3,NA,NA,NA,"Lepinotus reticulatus","","","","","","Arthropoda","Insecta","Psocoptera","Trogiidae","Lepinotus","reticulatus","1st instar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.","10.1093/jee/101.2.648","Cera Mai","csm417@ic.ac.uk","","alp",4.52337977,"Days","Lepinotus reticulatus - 1st instar"
"591",88110,"csm6E","Development Time","",NA,NA,5.02240874,"days",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Manhattan, Kansas",NA,NA,"Summer 2004",3,NA,NA,NA,"Lepinotus reticulatus","","","","","","Arthropoda","Insecta","Psocoptera","Trogiidae","Lepinotus","reticulatus","1st instar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.","10.1093/jee/101.2.649","Cera Mai","csm417@ic.ac.uk","","alp",5.02240874,"Days","Lepinotus reticulatus - 1st instar"
"601",88210,"csm6E","Development Time","",NA,NA,4.77478821,"days",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Manhattan, Kansas",NA,NA,"Summer 2004",3,NA,NA,NA,"Lepinotus reticulatus","","","","","","Arthropoda","Insecta","Psocoptera","Trogiidae","Lepinotus","reticulatus","1st instar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.","10.1093/jee/101.2.650","Cera Mai","csm417@ic.ac.uk","","alp",4.77478821,"Days","Lepinotus reticulatus - 1st instar"
"611",88310,"csm6E","Development Time","",NA,NA,4.01287887,"days",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Manhattan, Kansas",NA,NA,"Summer 2004",3,NA,NA,NA,"Lepinotus reticulatus","","","","","","Arthropoda","Insecta","Psocoptera","Trogiidae","Lepinotus","reticulatus","1st instar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.","10.1093/jee/101.2.651","Cera Mai","csm417@ic.ac.uk","","alp",4.01287887,"Days","Lepinotus reticulatus - 1st instar"
"621",88410,"csm6E","Development Time","",NA,NA,4.70242125,"days",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Manhattan, Kansas",NA,NA,"Summer 2004",3,NA,NA,NA,"Lepinotus reticulatus","","","","","","Arthropoda","Insecta","Psocoptera","Trogiidae","Lepinotus","reticulatus","1st instar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.","10.1093/jee/101.2.652","Cera Mai","csm417@ic.ac.uk","","alp",4.70242125,"Days","Lepinotus reticulatus - 1st instar"
"631",88510,"csm6E","Development Time","",NA,NA,4.7024934,"days",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Manhattan, Kansas",NA,NA,"Summer 2004",3,NA,NA,NA,"Lepinotus reticulatus","","","","","","Arthropoda","Insecta","Psocoptera","Trogiidae","Lepinotus","reticulatus","1st instar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.","10.1093/jee/101.2.653","Cera Mai","csm417@ic.ac.uk","","alp",4.7024934,"Days","Lepinotus reticulatus - 1st instar"
"641",88610,"csm6E","Development Time","",NA,NA,4.03575058,"days",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Manhattan, Kansas",NA,NA,"Summer 2004",3,NA,NA,NA,"Lepinotus reticulatus","","","","","","Arthropoda","Insecta","Psocoptera","Trogiidae","Lepinotus","reticulatus","1st instar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Opit, G. P., and James E. Throne. ""Population growth and development of the psocid Lepinotus reticulatus at constant temperatures and relative humidities."" Journal of economic entomology 101.2 (2014): 605-615.","10.1093/jee/101.2.654","Cera Mai","csm417@ic.ac.uk","","alp",4.03575058,"Days","Lepinotus reticulatus - 1st instar"
